ke-garissa,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
ke-turkana,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.80,0.80,identity,Not directly derived from current DHS microdata.
ke-turkana,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.35,0.35,identity,Not directly derived from current DHS microdata.
ke-turkana,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.54,0.54,identity,Not directly derived from current DHS microdata.
ke-turkana,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
ke-kilifi,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,1.60,1.60,identity,Not directly derived from current DHS microdata.
ke-kilifi,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.61,0.61,identity,Not directly derived from current DHS microdata.
ke-kilifi,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.76,0.76,identity,Not directly derived from current DHS microdata.
ke-kilifi,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
ke-kisumu,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,2.30,2.30,identity,Not directly derived from current DHS microdata.
ke-kisumu,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
ke-kisumu,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.81,0.81,identity,Not directly derived from current DHS microdata.
ke-kisumu,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
ke-kakamega,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,1.80,1.80,identity,Not directly derived from current DHS microdata.
ke-kakamega,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.58,0.58,identity,Not directly derived from current DHS microdata.
ke-kakamega,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.74,0.74,identity,Not directly derived from current DHS microdata.
ke-kakamega,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
tz-mwanza,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,1.50,1.50,identity,Not directly derived from current DHS microdata.
tz-mwanza,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.52,0.52,identity,Not directly derived from current DHS microdata.
tz-mwanza,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.69,0.69,identity,Not directly derived from current DHS microdata.
tz-mwanza,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
tz-kigoma,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,1.00,1.00,identity,Not directly derived from current DHS microdata.
tz-kigoma,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.38,0.38,identity,Not directly derived from current DHS microdata.
tz-kigoma,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.59,0.59,identity,Not directly derived from current DHS microdata.
tz-kigoma,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
tz-dodoma,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,2.10,2.10,identity,Not directly derived from current DHS microdata.
tz-dodoma,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.68,0.68,identity,Not directly derived from current DHS microdata.
tz-dodoma,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.8,0.8,identity,Not directly derived from current DHS microdata.
tz-dodoma,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
tz-arusha,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,1.90,1.90,identity,Not directly derived from current DHS microdata.
tz-arusha,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.64,0.64,identity,Not directly derived from current DHS microdata.
tz-arusha,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.78,0.78,identity,Not directly derived from current DHS microdata.
tz-arusha,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
tz-morogoro,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,1.40,1.40,identity,Not directly derived from current DHS microdata.
tz-morogoro,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.49,0.49,identity,Not directly derived from current DHS microdata.
tz-morogoro,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.71,0.71,identity,Not directly derived from current DHS microdata.
tz-morogoro,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
ug-gulu,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,2.00,2.00,identity,Not directly derived from current DHS microdata.
ug-gulu,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.67,0.67,identity,Not directly derived from current DHS microdata.
ug-gulu,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.79,0.79,identity,Not directly derived from current DHS microdata.
ug-gulu,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
ug-arua,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,1.30,1.30,identity,Not directly derived from current DHS microdata.
ug-arua,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.46,0.46,identity,Not directly derived from current DHS microdata.
ug-arua,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.67,0.67,identity,Not directly derived from current DHS microdata.
ug-arua,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
ug-moroto,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.90,0.90,identity,Not directly derived from current DHS microdata.
ug-moroto,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.32,0.32,identity,Not directly derived from current DHS microdata.
ug-moroto,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.51,0.51,identity,Not directly derived from current DHS microdata.
ug-moroto,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
ug-jinja,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,2.60,2.60,identity,Not directly derived from current DHS microdata.
ug-jinja,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.78,0.78,identity,Not directly derived from current DHS microdata.
ug-jinja,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.85,0.85,identity,Not directly derived from current DHS microdata.
ug-jinja,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
ug-mbarara,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,2.70,2.70,identity,Not directly derived from current DHS microdata.
ug-mbarara,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.81,0.81,identity,Not directly derived from current DHS microdata.
ug-mbarara,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.87,0.87,identity,Not directly derived from current DHS microdata.
ug-mbarara,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
gh-northern,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,2.40,2.40,identity,Not directly derived from current DHS microdata.
gh-northern,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.75,0.75,identity,Not directly derived from current DHS microdata.
gh-northern,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.83,0.83,identity,Not directly derived from current DHS microdata.
gh-northern,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
gh-upper-east,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,2.10,2.10,identity,Not directly derived from current DHS microdata.
gh-upper-east,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.69,0.69,identity,Not directly derived from current DHS microdata.
gh-upper-east,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.79,0.79,identity,Not directly derived from current DHS microdata.
gh-upper-east,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
gh-volta,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,2.80,2.80,identity,Not directly derived from current DHS microdata.
gh-volta,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.82,0.82,identity,Not directly derived from current DHS microdata.
gh-volta,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.88,0.88,identity,Not directly derived from current DHS microdata.
gh-volta,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
gh-ashanti,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,3.80,3.80,identity,Not directly derived from current DHS microdata.
gh-ashanti,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.91,0.91,identity,Not directly derived from current DHS microdata.
gh-ashanti,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.94,0.94,identity,Not directly derived from current DHS microdata.
gh-ashanti,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
gh-accra,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,4.20,4.20,identity,Not directly derived from current DHS microdata.
gh-accra,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.94,0.94,identity,Not directly derived from current DHS microdata.
gh-accra,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.96,0.96,identity,Not directly derived from current DHS microdata.
gh-accra,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
et-somali,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.90,0.90,identity,Not directly derived from current DHS microdata.
et-somali,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.36,0.36,identity,Not directly derived from current DHS microdata.
et-somali,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.58,0.58,identity,Not directly derived from current DHS microdata.
et-somali,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
et-afar,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.70,0.70,identity,Not directly derived from current DHS microdata.
et-afar,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.3,0.3,identity,Not directly derived from current DHS microdata.
et-afar,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.52,0.52,identity,Not directly derived from current DHS microdata.
et-afar,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
et-oromia,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,1.90,1.90,identity,Not directly derived from current DHS microdata.
et-oromia,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.64,0.64,identity,Not directly derived from current DHS microdata.
et-oromia,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.77,0.77,identity,Not directly derived from current DHS microdata.
et-oromia,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
et-amhara,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,1.70,1.70,identity,Not directly derived from current DHS microdata.
et-amhara,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.58,0.58,identity,Not directly derived from current DHS microdata.
et-amhara,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.73,0.73,identity,Not directly derived from current DHS microdata.
et-amhara,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
et-tigray,skilled_staff_per_10k,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,1.40,1.40,identity,Not directly derived from current DHS microdata.
et-tigray,blood_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.48,0.48,identity,Not directly derived from current DHS microdata.
et-tigray,essential_drugs_availability,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,0.66,0.66,identity,Not directly derived from current DHS microdata.
et-tigray,health_facilities_count,MODEL_INPUT,pre_hybrid_phase_2_1/health_system_capacity.csv,retained structured model input,50,50,identity,Not directly derived from current DHS microdata.
ke-garissa,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,38.50,38.50,identity,Not directly derived from current DHS microdata.
ke-garissa,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,3.90,3.90,identity,Not directly derived from current DHS microdata.
ke-garissa,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.51875,0.51875,identity,Not directly derived from current DHS microdata.
ke-garissa,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,17.3,17.3,identity,Not directly derived from current DHS microdata.
ke-turkana,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,52.00,52.00,identity,Not directly derived from current DHS microdata.
ke-turkana,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,4.80,4.80,identity,Not directly derived from current DHS microdata.
ke-turkana,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.35,0.35,identity,Not directly derived from current DHS microdata.
ke-turkana,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,23.4,23.4,identity,Not directly derived from current DHS microdata.
ke-kilifi,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,18.20,18.20,identity,Not directly derived from current DHS microdata.
ke-kilifi,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,2.10,2.10,identity,Not directly derived from current DHS microdata.
ke-kilifi,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.7725,0.7725,identity,Not directly derived from current DHS microdata.
ke-kilifi,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,8.2,8.2,identity,Not directly derived from current DHS microdata.
ke-kisumu,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,14.50,14.50,identity,Not directly derived from current DHS microdata.
ke-kisumu,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,1.60,1.60,identity,Not directly derived from current DHS microdata.
ke-kisumu,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.81875,0.81875,identity,Not directly derived from current DHS microdata.
ke-kisumu,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,6.5,6.5,identity,Not directly derived from current DHS microdata.
ke-kakamega,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,16.80,16.80,identity,Not directly derived from current DHS microdata.
ke-kakamega,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,1.90,1.90,identity,Not directly derived from current DHS microdata.
ke-kakamega,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.79,0.79,identity,Not directly derived from current DHS microdata.
ke-kakamega,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,7.6,7.6,identity,Not directly derived from current DHS microdata.
tz-mwanza,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,22.40,22.40,identity,Not directly derived from current DHS microdata.
tz-mwanza,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,2.50,2.50,identity,Not directly derived from current DHS microdata.
tz-mwanza,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.72,0.72,identity,Not directly derived from current DHS microdata.
tz-mwanza,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,10.1,10.1,identity,Not directly derived from current DHS microdata.
tz-kigoma,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,34.00,34.00,identity,Not directly derived from current DHS microdata.
tz-kigoma,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,3.60,3.60,identity,Not directly derived from current DHS microdata.
tz-kigoma,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.575,0.575,identity,Not directly derived from current DHS microdata.
tz-kigoma,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,15.3,15.3,identity,Not directly derived from current DHS microdata.
tz-dodoma,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,15.00,15.00,identity,Not directly derived from current DHS microdata.
tz-dodoma,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,1.70,1.70,identity,Not directly derived from current DHS microdata.
tz-dodoma,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.8125,0.8125,identity,Not directly derived from current DHS microdata.
tz-dodoma,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,6.8,6.8,identity,Not directly derived from current DHS microdata.
tz-arusha,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,24.50,24.50,identity,Not directly derived from current DHS microdata.
tz-arusha,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,2.40,2.40,identity,Not directly derived from current DHS microdata.
tz-arusha,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.69375,0.69375,identity,Not directly derived from current DHS microdata.
tz-arusha,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,11.0,11.0,identity,Not directly derived from current DHS microdata.
tz-morogoro,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,28.00,28.00,identity,Not directly derived from current DHS microdata.
tz-morogoro,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,2.90,2.90,identity,Not directly derived from current DHS microdata.
tz-morogoro,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.65,0.65,identity,Not directly derived from current DHS microdata.
tz-morogoro,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,12.6,12.6,identity,Not directly derived from current DHS microdata.
ug-gulu,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,17.50,17.50,identity,Not directly derived from current DHS microdata.
ug-gulu,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,1.80,1.80,identity,Not directly derived from current DHS microdata.
ug-gulu,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.78125,0.78125,identity,Not directly derived from current DHS microdata.
ug-gulu,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,7.9,7.9,identity,Not directly derived from current DHS microdata.
ug-arua,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,25.00,25.00,identity,Not directly derived from current DHS microdata.
ug-arua,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,2.70,2.70,identity,Not directly derived from current DHS microdata.
ug-arua,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.6875,0.6875,identity,Not directly derived from current DHS microdata.
ug-arua,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,11.2,11.2,identity,Not directly derived from current DHS microdata.
ug-moroto,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,44.00,44.00,identity,Not directly derived from current DHS microdata.
ug-moroto,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,4.20,4.20,identity,Not directly derived from current DHS microdata.
ug-moroto,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.44999999999999996,0.44999999999999996,identity,Not directly derived from current DHS microdata.
ug-moroto,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,19.8,19.8,identity,Not directly derived from current DHS microdata.
ug-jinja,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,11.50,11.50,identity,Not directly derived from current DHS microdata.
ug-jinja,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,1.20,1.20,identity,Not directly derived from current DHS microdata.
ug-jinja,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.85625,0.85625,identity,Not directly derived from current DHS microdata.
ug-jinja,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,5.2,5.2,identity,Not directly derived from current DHS microdata.
ug-mbarara,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,12.00,12.00,identity,Not directly derived from current DHS microdata.
ug-mbarara,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,1.30,1.30,identity,Not directly derived from current DHS microdata.
ug-mbarara,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.85,0.85,identity,Not directly derived from current DHS microdata.
ug-mbarara,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,5.4,5.4,identity,Not directly derived from current DHS microdata.
gh-northern,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,14.00,14.00,identity,Not directly derived from current DHS microdata.
gh-northern,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,1.50,1.50,identity,Not directly derived from current DHS microdata.
gh-northern,road_quality_index,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,0.825,0.825,identity,Not directly derived from current DHS microdata.
gh-northern,transport_cost_usd,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,6.3,6.3,identity,Not directly derived from current DHS microdata.
gh-upper-east,avg_distance_to_emonc_km,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,18.00,18.00,identity,Not directly derived from current DHS microdata.
gh-upper-east,avg_travel_time_hours,MODEL_INPUT,pre_hybrid_phase_2_1/geographic_access.csv,retained structured model input,1.90,1.90,identity,Not directly derived from current DHS microdata.
